# id:24--24-24-0 
0.55,0.43,1
0.16,0.66,1
0.87,0.64,-1
-0.82,-0.92,-1
-0.25,0.77,1
-0.62,-0.24,-1
0.45,-0.17,-1
0.96,-0.12,-1
0.39,0.67,1
-0.88,0.38,-1
-1,-0.08,-1
-0.07,-0.93,-1
-0.45,0.95,1
-0.66,-0.87,-1
-0.41,-0.12,-1
-0.12,0.26,1
0.05,-0.29,-1
-0.77,-0.34,-1
-0.89,-0.96,-1
-0.21,-0.84,-1
-0.09,-0.83,-1
-0.54,0.1,-1
0.67,0.66,1
-0.49,1,1
0.43,-0.42,-1
-0.89,0.47,-1
0.56,-0.49,-1
0.84,-0.25,-1
0,-0.14,-1
0.83,0.66,-1
-0.98,-0.44,-1
0.15,0.03,-1
-0.66,-0.31,-1
0.49,0.2,1
-0.23,-0.37,-1
-0.06,-0.25,-1
-0.64,-0.69,-1
-0.5,-0.86,-1
0.3,0.14,-1
-0.86,-0.04,-1
0.16,-0.01,-1
-0.66,-0.87,-1
-0.37,-0.52,-1
-0.43,0.98,1
-0.49,-0.25,-1
0.04,0.69,1
0.02,-0.95,-1
0.53,-0.45,-1
-0.22,0.85,1
-0.1,1,1
-0.33,0.15,-1
0.01,0.5,1
-0.63,-0.88,-1
-0.57,-0.3,-1
0.7,0.22,-1
0.59,-0.75,-1
-0.78,0.28,-1
0.18,-0.2,-1
-0.73,0.59,1
-0.49,-0.52,-1
0.72,0.15,-1
0.91,-0.84,-1
-0.77,-0.46,-1
0.04,-0.02,-1
0.82,-0.33,-1
0.35,-0.74,-1
-0.44,-0.52,-1
0.84,0.67,-1
0.66,0.94,1
0.33,-0.55,-1
-0.01,-0.84,-1
0.81,-0.94,-1
-0.9,-0.71,-1
-0.46,0.34,1
0.68,0.15,-1
-0.98,-0.5,-1
-0.37,0.06,-1
-0.48,-0.1,-1
0.2,-0.45,-1
0.47,0.88,1
-0.78,-0.13,-1
-0.88,-0.33,-1
-0.81,-0.22,-1
-0.2,0.32,1
-0.62,-0.01,-1
-0.36,0.02,-1
0.15,0.66,1
-0.85,-0.83,-1
-0.18,0.38,1
0.44,-0.16,-1
-0.51,0.07,-1
0.72,0.19,-1
0.01,0.38,1
-0.41,-0.83,-1
0.52,-0.45,-1
0.59,0.19,-1
-0.84,-0.66,-1
0.8,-0.5,-1
-0.67,0.33,-1
0.42,-0.24,-1
-0.62,0.26,-1
-0.78,-0.03,-1
-0.28,0.98,1
-1,-0.43,-1
-0.4,-0.92,-1
-0.81,0.68,-1
-0.2,0.84,1
0.06,0.64,1
0.49,0.97,1
0.3,0.38,1
0.96,0.77,-1
0.67,0.99,1
-0.43,-0.29,-1
-0.14,-0.29,-1
0.32,0.32,1
-0.67,0.51,1
-0.46,-0.7,-1
0.1,0.36,1
-0.85,-0.15,-1
-0.46,-0.86,-1
0.7,-0.9,-1
-0.91,0.77,-1
0.47,-0.66,-1
-0.19,0.21,1
-0.27,-0.48,-1
-0.26,-0.14,-1
-0.59,0.4,1
0.93,-0.5,-1
0.07,-0.34,-1
-0.82,0.2,-1
-0.33,-0.11,-1
-0.07,-0.01,-1
0.17,-0.55,-1
-0.89,0.27,-1
0.78,-1,-1
-0.25,-0.26,-1
0.24,0.15,1
-0.97,0.08,-1
-0.82,-0.85,-1
0.19,-0.67,-1
-0.67,0.01,-1
0.59,0.94,1
-0.39,0.1,-1
0.98,0.21,-1
-0.45,-0.02,-1
0.65,0.74,1
0.61,-0.02,-1
-0.04,0.01,-1
-0.18,0.19,1
0.34,-0.63,-1
0.06,-0.29,-1
0.67,-0.7,-1
0.27,-0.08,-1
0.33,-0.11,-1
-0.35,0.45,1
0.98,0.09,-1
-0.97,-0.31,-1
0.25,0.66,1
0.55,-0.53,-1
1,0.82,-1
-0.22,-0.13,-1
-0.42,-0.46,-1
-0.7,0.82,1
0.13,0.14,1
0.17,0.79,1
-0.82,0.76,1
-0.06,0.79,1
-0.33,0.03,-1
0.42,-0.42,-1
0.35,-0.43,-1
0.66,0.36,-1
-0.33,0.95,1
1,-0.75,-1
-0.77,0.38,-1
0.37,-0.46,-1
0.95,-0.27,-1
0.61,0.67,1
0.97,-0.66,-1
0.99,0.76,-1
-0.52,0.1,-1
-0.21,-0.25,-1
0.98,0.43,-1
0.71,0.42,1
0.24,0.66,1
0.92,0.02,-1
-0.64,-0.04,-1
-0.43,-0.43,-1
-0.43,-0.46,-1
0.6,-0.48,-1
0.2,0.01,-1
0.38,0.81,1
-0.07,0.79,1
-0.59,0.49,1
-0.85,-0.28,-1
0.27,-0.37,-1
-0.07,0,-1
0.32,0.58,1
0.38,-0.86,-1
0.77,0.74,1
0.93,-0.06,-1
0.18,-0.68,-1
0.18,0.25,1
-0.38,0.67,1
0.48,0.82,1
0.99,0.09,-1
0.51,-0.99,-1
1,0.34,-1
0.05,-0.29,-1
-0.37,-0.52,-1
-0.25,-0.6,-1
0.88,0.58,-1
-0.19,-0.24,-1
0.53,0.38,-1
